interactor A gene symbol	interactor B gene symbol	interactor A Uniprot AC	interactor B Uniprot AC
MAPK1	CREBBP	P28482	Q92793
MAPK1	CSNK2A1	P28482	P68400
MAPK1	CTSD	P28482	P07339
MAPK1	DHPS	P28482	P49366
MAPK1	EIF4EBP1	P28482	Q13541
MAPK1	ELK1	P28482	P19419
MAPK1	ELK4	P28482	P28324
MAPK1	ERF	P28482	P50548
MAPK1	ESR2	P28482	Q92731
MAPK1	ETV3	P28482	P41162
MAPK1	FH	P28482	P07954
MAPK1	FHL2	P28482	Q14192
MAPK1	FOXO3	P28482	O43524
MAPK1	MTOR	P28482	P42345
MAPK1	GAPDH	P28482	P04406
MAPK1	GATA4	P28482	P43694
MAPK1	GSK3B	P28482	P49841
MAPK1	GSTP1	P28482	P09211
MAPK1	HIST1H1D	P28482	-
MAPK1	HIST1H1E	P28482	-
MAPK1	HIF1A	P28482	Q16665
MAPK1	HMGB1	P28482	P09429
MAPK1	HNF4A	P28482	P41235
MAPK1	HSF1	P28482	Q00613
MAPK1	ID2	P28482	Q02363
MAPK1	IFI35	P28482	P80217
MAPK1	ILK	P28482	Q13418
MAPK1	INSR	P28482	P06213
MAPK1	IPP	P28482	Q9Y573
MAPK1	ITPK1	P28482	Q13572
MAPK1	JUND	P28482	P17535
MAPK1	KRAS	P28482	P01116
MAPK1	KRT8	P28482	P05787
MAPK1	SMAD1	P28482	Q15797
MAPK1	SMAD3	P28482	P84022
MAPK1	MAPT	P28482	P10636
MAPK1	MBP	P28482	P02686
MAPK1	MCL1	P28482	Q07820
MAPK1	MDFI	P28482	Q99750
MAPK1	MAP3K1	P28482	Q13233
MAPK1	CIITA	P28482	P33076
MAPK1	MAP3K10	P28482	Q02779
MAPK1	MSX2	P28482	P35548
MAPK1	NEB	P28482	P20929
MAPK1	NEK2	P28482	P51955
MAPK1	NRL	P28482	P54845
MAPK1	YBX1	P28482	P67809
MAPK1	NR4A2	P28482	P43354
MAPK1	PAX5	P28482	Q02548
MAPK1	PDE4D	P28482	Q08499
MAPK1	PFKM	P28482	P08237
MAPK1	PLAGL2	P28482	Q9UPG8
MAPK1	POLR2G	P28482	P62487
MAPK1	PPARG	P28482	P37231
MAPK1	PPP1CC	P28482	P36873
MAPK1	PPP2R5B	P28482	Q15173
MAPK1	PPP2R5C	P28482	Q13362
MAPK1	PRKCE	P28482	Q02156
MAPK1	MAPK1	P28482	P28482
MAPK1	MAPK7	P28482	Q13164
MAPK1	MAP2K1	P28482	Q02750
MAPK1	MAP2K7	P28482	O14733
MAPK1	PRPSAP1	P28482	Q14558
MAPK1	PSMA1	P28482	P25786
MAPK1	PTPRE	P28482	P23469
MAPK1	PTPRF	P28482	P10586
MAPK1	RAF1	P28482	P04049
MAPK1	RAP1GAP	P28482	P47736
MAPK1	RARA	P28482	P10276
MAPK1	REST	P28482	Q13127
MAPK1	RPL22	P28482	P35268
MAPK1	RPS11	P28482	P62280
MAPK1	RRM2	P28482	P31350
MAPK1	RXRA	P28482	P19793
MAPK1	MAPK12	P28482	P53778
MAPK1	SHC1	P28482	P29353
MAPK1	SP1	P28482	P08047
MAPK1	SREBF1	P28482	P36956
MAPK1	SREBF2	P28482	Q12772
MAPK1	STXBP1	P28482	P61764
MAPK1	STYX	P28482	Q8WUJ0
MAPK1	TFCP2	P28482	Q12800
MAPK1	TH	P28482	P07101
MAPK1	TIAL1	P28482	Q01085
MAPK1	TNFRSF1A	P28482	P19438
MAPK1	TOP2A	P28482	P11388
MAPK1	TP53	P28482	P04637
MAPK1	TPR	P28482	P12270
MAPK1	TSC2	P28482	P49815
MAPK1	TTN	P28482	Q8WZ42
MAPK1	TUBG1	P28482	P23258
MAPK1	UBTF	P28482	P17480
MAPK1	VDAC1	P28482	P21796
MAPK1	VDR	P28482	P11473
MAPK1	NCOA3	P28482	Q9Y6Q9
MAPK1	HIST1H2AB	P28482	-
MAPK1	HIST1H4A	P28482	-
MAPK1	KLF11	P28482	O14901
MAPK1	YBX3	P28482	P16989
MAPK1	LAMTOR3	P28482	Q9UHA4
MAPK1	TNFRSF25	P28482	Q93038
MAPK1	IER3	P28482	P46695
MAPK1	H1FX	P28482	-
MAPK1	RNF8	P28482	O76064
MAPK1	DYRK1B	P28482	Q9Y463
MAPK1	ARHGEF2	P28482	Q92974
MAPK1	MAPKAPK2	P28482	P49137
MAPK1	PRDX6	P28482	P30041
MAPK1	GCC2	P28482	Q8IWJ2
MAPK1	GAB2	P28482	Q9UQC2
MAPK1	CEP350	P28482	Q5VT06
MAPK1	SEC16A	P28482	O15027
MAPK1	PDCD6IP	P28482	Q8WUM4
MAPK1	BCL2L11	P28482	O43521
MAPK1	TOB1	P28482	P50616
MAPK1	SORBS3	P28482	O60504
MAPK1	HNRNPR	P28482	O43390
MAPK1	CITED2	P28482	Q99967
MAPK1	TUBGCP3	P28482	Q96CW5
MAPK1	TXNIP	P28482	Q9H3M7
MAPK1	NOXA1	P28482	Q86UR1
MAPK1	TUBGCP2	P28482	Q9BSJ2
MAPK1	CHEK2	P28482	O96017
MAPK1	XPO6	P28482	Q96QU8
MAPK1	ANKRD28	P28482	O15084
MAPK1	HMHA1	P28482	-
MAPK1	GORASP2	P28482	Q9H8Y8
MAPK1	TUBG2	P28482	Q9NRH3
MAPK1	TUBGCP4	P28482	Q9UGJ1
MAPK1	UBR5	P28482	O95071
MAPK1	ATP6V1D	P28482	Q9Y5K8
MAPK1	DDX41	P28482	Q9UJV9
MAPK1	ZC3HC1	P28482	Q86WB0
MAPK1	RNF216	P28482	Q9NWF9
MAPK1	DNAAF5	P28482	Q86Y56
MAPK1	BANP	P28482	Q8N9N5
MAPK1	BRIX1	P28482	Q8TDN6
MAPK1	STAB2	P28482	Q8WWQ8
MAPK1	MKL2	P28482	-
MAPK1	RPTOR	P28482	Q8N122
MAPK1	MKL1	P28482	-
MAPK1	HOMEZ	P28482	Q8IX15
MAPK1	RFWD2	P28482	-
MAPK1	CUEDC2	P28482	Q9H467
MAPK1	TNIP2	P28482	Q8NFZ5
MAPK1	NKAP	P28482	Q8N5F7
MAPK1	MZT2B	P28482	Q6NZ67
MAPK1	C2orf44	P28482	-
MAPK1	TNKS2	P28482	Q9H2K2
MAPK1	ILKAP	P28482	Q9H0C8
MAPK1	WDR83	P28482	Q9BRX9
MAPK1	LZTS2	P28482	Q9BRK4
MAPK1	SHANK3	P28482	-
MAPK1	NAV1	P28482	Q8NEY1
MAPK1	AGAP3	P28482	Q96P47
MAPK1	MTPN	P28482	P58546
MAPK1	PPP1R18	P28482	Q6NYC8
MAPK1	MTIF3	P28482	Q9H2K0
MAPK1	NKAPL	P28482	Q5M9Q1
MAPK1	MZT1	P28482	Q08AG7
MAPK1	ZBTB42	P28482	B2RXF5
MAPK3	ARRB1	P27361	P49407
MAPK3	ATP1A1	P27361	P05023
MAPK3	ATP5B	P27361	-
MAPK3	BRAF	P27361	P15056
MAPK3	C1QBP	P27361	Q07021
MAPK3	ATF2	P27361	P15336
MAPK3	CREBBP	P27361	Q92793
MAPK3	CREM	P27361	Q03060
MAPK3	CRP	P27361	P02741
MAPK3	AKR1C1	P27361	Q04828
MAPK3	DHPS	P27361	P49366
MAPK3	DYNC1I2	P27361	Q13409
MAPK3	DUSP9	P27361	Q99956
MAPK3	ELK1	P27361	P19419
MAPK3	ELK4	P27361	P28324
MAPK3	ETV1	P27361	P50549
MAPK3	FASN	P27361	P49327
MAPK3	FKBP2	P27361	P26885
MAPK3	FKBP5	P27361	Q13451
MAPK3	FOS	P27361	P01100
MAPK3	GALE	P27361	Q14376
MAPK3	GMFB	P27361	P60983
MAPK3	HADH	P27361	Q16836
MAPK3	HTT	P27361	P42858
MAPK3	HNF4A	P27361	P41235
MAPK3	HSPA1A	P27361	P0DMV8
MAPK3	HSPA5	P27361	P11021
MAPK3	HSPA6	P27361	P17066
MAPK3	HSPA7	P27361	-
MAPK3	HSPA8	P27361	P11142
MAPK3	HSP90AA1	P27361	P07900
MAPK3	HSP90AB1	P27361	P08238
MAPK3	ID2	P27361	Q02363
MAPK3	ILK	P27361	Q13418
MAPK3	INSR	P27361	P06213
MAPK3	IRS1	P27361	P35568
MAPK3	ITGAV	P27361	P06756
MAPK3	ITGB3	P27361	P05106
MAPK3	JUN	P27361	P05412
MAPK3	LGALS3	P27361	P17931
MAPK3	LYN	P27361	P07948
MAPK3	MAFG	P27361	O15525
MAPK3	MAGEA11	P27361	P43364
MAPK3	MAPT	P27361	P10636
MAPK3	MBP	P27361	P02686
MAPK3	MYOG	P27361	P15173
MAPK3	NAB2	P27361	Q15742
MAPK3	PAK2	P27361	Q13177
MAPK3	PFKFB1	P27361	P16118
MAPK3	PFKM	P27361	P08237
MAPK3	PFN1	P27361	P07737
MAPK3	PIM1	P27361	P11309
MAPK3	PPP2CA	P27361	P67775
MAPK3	MAPK1	P27361	P28482
MAPK3	MAPK3	P27361	P27361
MAPK3	PTGS2	P27361	P35354
MAPK3	PTPRE	P27361	P23469
MAPK3	RAF1	P27361	P04049
MAPK3	RALGDS	P27361	Q12967
MAPK3	RBM4	P27361	Q9BWF3
MAPK3	RET	P27361	P07949
MAPK3	RXRA	P27361	P19793
MAPK3	VPS52	P27361	Q8N1B4
MAPK3	SOS1	P27361	Q07889
MAPK3	SP1	P27361	P08047
MAPK3	SREBF1	P27361	P36956
MAPK3	SREBF2	P27361	Q12772
MAPK3	STAR	P27361	P49675
MAPK3	TAF6	P27361	P49848
MAPK3	TBX3	P27361	O15119
MAPK3	TEK	P27361	Q02763
MAPK3	TH	P27361	P07101
MAPK3	TIAL1	P27361	Q01085
MAPK3	TP53	P27361	P04637
MAPK3	TPM2	P27361	P07951
MAPK3	TRPS1	P27361	Q9UHF7
MAPK3	UBTF	P27361	P17480
MAPK3	VDAC1	P27361	P21796
MAPK3	VDR	P27361	P11473
MAPK3	BAG6	P27361	P46379
MAPK3	SYMPK	P27361	Q92797
MAPK3	UBL4A	P27361	P11441
MAPK3	HIST1H2AB	P27361	-
MAPK3	HIST1H4A	P27361	-
MAPK3	MKNK1	P27361	Q9BUB5
MAPK3	USO1	P27361	O60763
MAPK3	CDC23	P27361	Q9UJX2
MAPK3	IER3	P27361	P46695
MAPK3	RPS6KA4	P27361	O75676
MAPK3	MAGED1	P27361	Q9Y5V3
MAPK3	NUPL1	P27361	-
MAPK3	GAB2	P27361	Q9UQC2
MAPK3	BCL2L11	P27361	O43521
MAPK3	LRPPRC	P27361	P42704
MAPK3	CELF1	P27361	Q92879
MAPK3	PRDX3	P27361	P30048
MAPK3	NUDT21	P27361	O43809
MAPK3	CDC37	P27361	Q16543
MAPK3	CHEK2	P27361	O96017
MAPK3	WDR43	P27361	Q15061
MAPK3	GSE1	P27361	Q14687
MAPK3	CSTF2T	P27361	Q9H0L4
MAPK3	PHF3	P27361	Q92576
MAPK3	SCRIB	P27361	Q14160
MAPK3	APOL2	P27361	Q9BQE5
MAPK3	GEMIN5	P27361	Q8TEQ6
MAPK3	LTN1	P27361	O94822
MAPK3	USP21	P27361	Q9UK80
MAPK3	RPS6KA6	P27361	Q9UK32
MAPK3	HTRA2	P27361	O43464
MAPK3	NMD3	P27361	Q96D46
MAPK3	ZNF219	P27361	Q9P2Y4
MAPK3	SCAND1	P27361	P57086
MAPK3	ZC3HC1	P27361	Q86WB0
MAPK3	SIRT6	P27361	Q8N6T7
MAPK3	PCF11	P27361	O94913
MAPK3	MTMR12	P27361	Q9C0I1
MAPK3	FBXW7	P27361	Q969H0
MAPK3	STAB2	P27361	Q8WWQ8
MAPK3	ATF7IP	P27361	Q6VMQ6
MAPK3	METTL2B	P27361	Q6P1Q9
MAPK3	DCP1A	P27361	Q9NPI6
MAPK3	RNF114	P27361	Q9Y508
MAPK3	CPXM1	P27361	Q96SM3
MAPK3	TRIM54	P27361	Q9BYV2
MAPK3	RPTOR	P27361	Q8N122
MAPK3	RBM26	P27361	Q5T8P6
MAPK3	LRRC4	P27361	Q9HBW1
MAPK3	MMP25	P27361	Q9NPA2
MAPK3	CUEDC2	P27361	Q9H467
MAPK3	TTYH3	P27361	Q9C0H2
MAPK3	ILKAP	P27361	Q9H0C8
MAPK3	FAM83D	P27361	Q9H4H8
MAPK3	BTBD10	P27361	Q9BSF8
MAPK3	WDR83	P27361	Q9BRX9
MAPK3	L3MBTL3	P27361	Q96JM7
MAPK3	FOXP2	P27361	O15409
MAPK3	IP6K3	P27361	Q96PC2
MAPK3	AMOT	P27361	Q4VCS5
MAPK3	TTC9C	P27361	Q8N5M4
MAPK3	TMEM189	P27361	-
MAPK3	HSP90AB2P	P27361	-
MAPK6	CTNNB1	Q16659	P35222
MAPK6	GLUL	Q16659	P15104
MAPK6	TP53	Q16659	P04637
MAPK7	PML	Q13164	P29590
MAPK7	TP53	Q13164	P04637
MAPK8	BAK1	P45983	Q16611
MAPK8	BCL2	P45983	P10415
MAPK8	BCL2L1	P45983	Q07817
MAPK8	GSTP1	P45983	P09211
MAPK8	MYC	P45983	P01106
MAPK8	STAT3	P45983	P40763
MAPK8	TP53	P45983	P04637
MAPK8	TNFRSF10B	P45983	O14763
MAPK11	CCND1	Q15759	P24385
MAPK9	BCL2L1	P45984	Q07817
MAP2K1	MAPK3	Q02750	P27361
MAP2K2	PRDX1	P36507	Q06830
MAP2K2	MAPK1	P36507	P28482
MAP2K2	MAPK3	P36507	P27361
MAP2K2	CCNDBP1	P36507	O95273
MAP2K3	CTNNB1	P46734	P35222
MAP2K3	MET	P46734	P08581
MAP2K3	MAPK1	P46734	P28482
MAP2K3	MAPK3	P46734	P27361
MAP2K5	HGF	Q13163	P14210
MAP2K5	MET	Q13163	P08581
MAP2K5	MYC	Q13163	P01106
MAP2K5	TP53	Q13163	P04637
MAP2K6	HGF	P52564	P14210
MAP2K6	HRAS	P52564	P01112
MAP2K6	MAPK1	P52564	P28482
EIF2AK2	STAT3	P19525	P40763
PRKRIR	TP53	-	P04637
PRLR	JAK2	P16471	O60674
PRNP	HRAS	P04156	P01112
PRNP	MAPK1	P04156	P28482
PRNP	MAPK3	P04156	P27361
PROP1	CTNNB1	O75360	P35222
PSEN1	BCL2	P49768	P10415
PSEN1	BCL2L1	P49768	Q07817
PSEN1	CTNNB1	P49768	P35222
PSEN2	BCL2L1	P49810	Q07817
PSMA6	CCND1	P60900	P24385
PSMB2	HRAS	P49721	P01112
PSMB3	TP53	P49720	P04637
PSMB5	IKBKG	P28074	Q9Y6K9
PSMB10	CCNDBP1	P40306	O95273
PSMC3	TP53	P17980	P04637
PSMC5	MYC	P62195	P01106
PSMC5	TP53	P62195	P04637
PSMD7	CTNNB1	P51665	P35222
PSMD10	RB1	O75832	P06400
PSMD11	TP53	O00231	P04637
PTAFR	JAK2	P25105	O60674
PTEN	CTNNB1	P60484	P35222
PTEN	ENO2	P60484	P09104
PTEN	MYC	P60484	P01106
PTEN	PRDX1	P60484	Q06830
PTEN	TP53	P60484	P04637
PTEN	SOCS1	P60484	O15524
PTGDR	MAPK1	Q13258	P28482
PTGDR	MAPK3	Q13258	P27361
PTGER4	PRDX1	P35408	Q06830
PTGER4	SPP1	P35408	P10451
PTK2	JAK2	Q05397	O60674
PTK2	STAT3	Q05397	P40763
PTK2	TP53	Q05397	P04637
PTK2	SOCS1	Q05397	O15524
PTN	CTNNB1	P21246	P35222
PTN	TSC22D1	P21246	Q15714
PTPN1	CTNNB1	P18031	P35222
PTPN1	JAK2	P18031	O60674
PTPN1	STAT3	P18031	P40763
PTPN7	MAPK1	P35236	P28482
PTPN7	MAPK3	P35236	P27361
PTPN9	GJB1	P43378	P08034
PTPN11	CTNNB1	Q06124	P35222
PTPN11	JAK2	Q06124	O60674
PTPN12	MAPK1	Q05209	P28482
PTPN13	CTNNB1	Q12923	P35222
PTPRA	CTNNB1	P18433	P35222
PTPRC	MAPK1	P08575	P28482
PTPRF	CTNNB1	P10586	P35222
PTPRJ	CTNNB1	Q12913	P35222
PTPRK	CTNNB1	Q15262	P35222
PTPRM	CDH1	P28827	P12830
PTPRO	MET	Q16827	P08581
PTPRR	MAPK1	Q15256	P28482
PTPRR	MAPK3	Q15256	P27361
PTPRZ1	CTNNB1	P23471	P35222
PURA	RB1	Q00577	P06400
PVR	STAT3	P15151	P40763
PXN	MAPK1	P49023	P28482
PZP	TGFB1	-	P01137
RAB4A	TP53	P20338	P04637
RAB5A	KDR	P20339	P35968
RABGGTB	HRAS	P53611	P01112
RABGGTB	RRAS2	P53611	P62070
RAC1	GSTP1	P63000	P09211
RAC1	STAT3	P63000	P40763
RAD17	CDH1	O75943	P12830
RAD21	CP	O60216	P00450
RAD23A	TP53	P54725	P04637
RAD51	PML	Q06609	P29590
RAD51	TP53	Q06609	P04637
RAD52	PRDX1	P43351	Q06830
RAF1	BCL2	P04049	P10415
RAF1	BCL2L1	P04049	Q07817
RAF1	JAK2	P04049	O60674
RAF1	MET	P04049	P08581
RANBP2	TP53	P49792	P04637
RAP1A	FAS	P62834	P25445
RAP1B	TP53	P61224	P04637
RAP1GDS1	HRAS	P52306	P01112
RAP1GDS1	KRAS	P52306	P01116
RARA	FAS	P10276	P25445
RARA	CCNDBP1	P10276	O95273
RARB	CCNDBP1	P10826	O95273
RASA1	HRAS	P20936	P01112
RASA1	SOCS1	P20936	O15524
RB1	AHR	P06400	P35869
RB1	AR	P06400	P10275
RB1	ARNT	P06400	P27540
RB1	BAAT	P06400	Q14032
RB1	BAG1	P06400	Q99933
RB1	CCND3	P06400	P30281
RB1	CDC27	P06400	P30260
RB1	CDK9	P06400	P50750
RB1	CDKN1A	P06400	P38936
RB1	CDKN1C	P06400	P49918
RB1	CEBPD	P06400	P49716
RB1	ATF2	P06400	P15336
RB1	CTSV	P06400	O60911
RB1	CUX1	P06400	Q13948
RB1	DVL1	P06400	O14640
RB1	E2F1	P06400	Q01094
RB1	E2F2	P06400	Q14209
RB1	E2F4	P06400	Q16254
RB1	E4F1	P06400	Q66K89
RB1	EP300	P06400	Q09472
RB1	FANCC	P06400	Q00597
RB1	FBP1	P06400	P09467
RB1	FOXM1	P06400	Q08050
RB1	GTF2H1	P06400	P32780
RB1	BRF1	P06400	Q92994
RB1	GTF3C2	P06400	Q8WUA4
RB1	HDAC1	P06400	Q13547
RB1	HMGB1	P06400	P09429
RB1	HSPA8	P06400	P11142
RB1	INS	P06400	P01308
RB1	MDM2	P06400	Q00987
RB1	MNAT1	P06400	P51948
RB1	MYC	P06400	P01106
RB1	MYCN	P06400	P04198
RB1	NEFM	P06400	P07197
RB1	ORC1	P06400	Q13415
RB1	PA2G4	P06400	Q9UQ80
RB1	PAX2	P06400	Q02962
RB1	PAX5	P06400	Q02548
RB1	POLD1	P06400	P28340
RB1	PPIA	P06400	P62937
RB1	MAPK3	P06400	P27361
RB1	MAPK8	P06400	P45983
RB1	PSMA7	P06400	O14818
RB1	RAF1	P06400	P04049
RB1	RASA1	P06400	P20936
RB1	RB1	P06400	P06400
RB1	KDM5A	P06400	P29375
RB1	RBBP4	P06400	Q09028
RB1	RBBP7	P06400	Q16576
RB1	RBBP8	P06400	Q99708
RB1	RFC1	P06400	P35251
RB1	RPA2	P06400	P15927
RB1	SHC1	P06400	P29353
RB1	SMARCA4	P06400	P51532
RB1	SNAPC1	P06400	Q16533
RB1	SNAPC3	P06400	Q92966
RB1	SPI1	P06400	P17947
RB1	SUV39H1	P06400	O43463
RB1	TBP	P06400	P20226
RB1	TFAP2A	P06400	P05549
RB1	TFDP1	P06400	Q14186
RB1	TFDP2	P06400	Q14188
RB1	TP53	P06400	P04637
RB1	UBTF	P06400	P17480
RB1	VDR	P06400	P11473
RB1	CORO2A	P06400	Q92828
RB1	XPA	P06400	P23025
RB1	ZBTB16	P06400	Q05516
RB1	PRDM2	P06400	Q13029
RB1	PAX8	P06400	Q06710
RB1	BAG6	P06400	P46379
RB1	HMGA2	P06400	P52926
RB1	UBL4A	P06400	P11441
RB1	PIK3R3	P06400	Q92569
RB1	ENC1	P06400	O14682
RB1	FBP2	P06400	O00757
RB1	KAT2B	P06400	Q92831
RB1	CDC16	P06400	Q13042
RB1	CCNA1	P06400	P78396
RB1	TRIP11	P06400	Q15643
RB1	PPP1R26	P06400	Q5T8A7
RB1	THOC1	P06400	Q96FV9
RB1	TRAP1	P06400	Q12931
RB1	PCGF3	P06400	Q3KNV8
RB1	KAT5	P06400	Q92993
RB1	ARID3B	P06400	Q8IVW6
RB1	RBBP9	P06400	O75884
RB1	KDM5B	P06400	Q9UGL1
RB1	CBX1	P06400	P83916
RB1	SNW1	P06400	Q13573
RB1	FAM208A	P06400	-
RB1	HERC4	P06400	Q5GLZ8
RB1	PELP1	P06400	Q8IZL8
RB1	ANAPC2	P06400	Q9UJX6
RB1	LEF1	P06400	Q9UJU2
RB1	ZBTB7A	P06400	O95365
RB1	FZR1	P06400	Q9UM11
RB1	C9orf156	P06400	-
RB1	STX17	P06400	P56962
RB1	RBAK	P06400	Q9NYW8
RB1	RPRD1B	P06400	Q9NQG5
RB1	RBM26	P06400	Q5T8P6
RB1	GALNT12	P06400	Q8IXK2
RB1	HIST4H4	P06400	-
RB1	LIN54	P06400	Q6MZP7
RB1	CCDC180	P06400	Q9P1Z9
ARID4A	CCND1	P29374	P24385
ARID4A	RB1	P29374	P06400
RBBP5	RB1	Q15291	P06400
RBBP6	GLUL	Q7Z6E9	P15104
RBBP6	RB1	Q7Z6E9	P06400
RBBP6	TP53	Q7Z6E9	P04637
RBL2	CCND1	Q08999	P24385
REL	TP53	Q04864	P04637
RELA	CCND1	Q04206	P24385
RELA	MAPK1	Q04206	P28482
RELA	TK1	Q04206	P04183
RELA	TP53	Q04206	P04637
RELA	SOCS1	Q04206	O15524
RET	MAPK1	P07949	P28482
RET	STAT3	P07949	P40763
RFC1	TP53	P35251	P04637
RFC5	RB1	P40937	P06400
TRIM27	PML	P14373	P29590
TRIM27	RB1	P14373	P06400
TRIM27	TP53	P14373	P04637
RGS1	TSC22D1	Q08116	Q15714
RHEB	HRAS	Q15382	P01112
RING1	RB1	Q06587	P06400
RING1	TP53	Q06587	P04637
RNF2	CDH1	Q99496	P12830
RNF2	TP53	Q99496	P04637
RNF4	BAK1	P78317	Q16611
RNF4	BCL2L1	P78317	Q07817
RNF4	CTNNB1	P78317	P35222
RNF4	MYC	P78317	P01106
RNF4	PML	P78317	P29590
RNF4	RB1	P78317	P06400
RNF4	SQLE	P78317	Q14534
RNF4	STAT3	P78317	P40763
RNF4	IKBKG	P78317	Q9Y6K9
RNF4	TNFRSF10B	P78317	O14763
RNF4	TSC22D1	P78317	Q15714
RNF6	CTNNB1	Q9Y252	P35222
ABCE1	MFGE8	P61221	Q08431
ABCE1	MAPK1	P61221	P28482
ABCE1	TP53	P61221	P04637
RORC	TP53	P51449	P04637
RP2	STAT3	O75695	P40763
RPA1	PRDX1	P27694	Q06830
RPA2	PRDX1	P15927	Q06830
RPA2	STAT3	P15927	P40763
RPA3	PRDX1	P35244	Q06830
RPL5	PML	P46777	P29590
RPL5	TP53	P46777	P04637
RPL11	MYC	P62913	P01106
RPL11	STAT3	P62913	P40763
RPL11	TP53	P62913	P04637
RPL26	TP53	P61254	P04637
RPL28	CCNDBP1	P46779	O95273
RPLP0	CCNDBP1	P05388	O95273
RPS3	TP53	P23396	P04637
RPS6KA1	MAPK1	Q15418	P28482
RPS6KA1	MAPK3	Q15418	P27361
RPS6KA1	TP53	Q15418	P04637
RPS6KA2	MAPK1	Q15349	P28482
RPS6KA2	MAPK3	Q15349	P27361
RPS6KA2	TP53	Q15349	P04637
RPS6KA3	MAPK1	P51812	P28482
RPS6KA3	MAPK3	P51812	P27361
RPS6KA3	TP53	P51812	P04637
RPS6KB2	PRDX1	Q9UBS0	Q06830
RPS7	TP53	P62081	P04637
RPS9	STAT3	P46781	P40763
RPS26	TP53	P62854	P04637
RPS27	ATP7A	P42677	Q04656
RPS27A	TP53	P62979	P04637
RPS28	CCNDBP1	P62857	O95273
RRAD	STAT3	P55042	P40763
RRAD	CCNDBP1	P55042	O95273
RRM2	TP53	P31350	P04637
RSC1A1	SPP1	Q92681	P10451
RXRA	CTNNB1	P19793	P35222
RXRA	NR1I3	P19793	Q14994
RYK	CTNNB1	P34925	P35222
RYK	MAPK1	P34925	P28482
RYK	MAPK3	P34925	P27361
RYK	TP53	P34925	P04637
RYR3	BCL2L1	Q15413	Q07817
S100A4	TP53	P26447	P04637
S100A6	TP53	P06703	P04637
S100A8	TP53	P05109	P04637
S100B	TP53	P04271	P04637
SAFB	TP53	Q15424	P04637
SAT1	TP53	P21673	P04637
ATXN1	PPAT	P54253	Q06203
SCD	GJB1	O00767	P08034
CCL2	CXCL9	P13500	Q07325
CCL18	TP53	P55774	P04637
CCL20	PF4	P78556	P02776
CCL20	CCL5	P78556	P13501
CCL20	CXCL11	P78556	O14625
CCL20	CXCL5	P78556	P42830
CCL20	CXCL12	P78556	P48061
CCL20	XCL2	P78556	Q9UBD3
CCL20	TGFB3	P78556	P10600
CCL20	CXCL17	P78556	Q6UXB2
CCL21	CXCL9	O00585	Q07325
SDC1	HGF	P18827	P14210
SDC1	HRAS	P18827	P01112
SDCBP	SOX4	O00560	Q06945
MAP2K4	PML	P45985	P29590
MAP2K4	MAPK1	P45985	P28482
SET	TP53	Q01105	P04637
SET	BBC3	Q01105	Q9BXH1
SFPQ	MAPK1	P23246	P28482
SRSF1	TP53	Q07955	P04637
SGCB	TNF	Q16585	P01375
SGK1	HRAS	O00141	P01112
SGTA	SPP1	O43765	P10451
SGTA	TGFA	O43765	P01135
SH3GL1	SOCS1	Q99961	O15524
SHB	KDR	Q15464	P35968
SHC1	JAK2	P29353	O60674
SHC1	KDR	P29353	P35968
SHC1	PRDX1	P29353	Q06830
SHMT2	CTNNB1	P34897	P35222
SHMT2	STAT3	P34897	P40763
SIAH1	CTNNB1	Q8IUQ4	P35222
SIAH1	STAT3	Q8IUQ4	P40763
SIAH2	STAT3	O43255	P40763
SKI	PRDX1	P12755	Q06830
SKI	RB1	P12755	P06400
SKI	TP53	P12755	P04637
SKIL	GLUL	P12757	P15104
SKIL	PML	P12757	P29590
SKIL	RB1	P12757	P06400
SKP2	CDH1	Q13309	P12830
SKP2	MYC	Q13309	P01106
SKP2	RB1	Q13309	P06400
SLC1A1	TNFRSF10B	P43005	O14763
SLC1A2	PML	P43004	P29590
SLC10A1	CXCL9	Q14973	Q07325
SLC18A1	SQLE	P54219	Q14534
SLC25A1	CTNNB1	P53007	P35222
SLC22A1	CD63	O15245	P08962
SLC22A1	SPP1	O15245	P10451
SLC22A2	CD63	O15244	P08962
SNAI2	TP53	O43623	P04637
SMARCA2	RB1	P51531	P06400
SMARCA4	CTNNB1	P51532	P35222
SMARCA4	PML	P51532	P29590
SMARCA4	STAT3	P51532	P40763
SMARCB1	MYC	Q12824	P01106
SMARCD1	TP53	Q96GM5	P04637
SMN1	BCL2	-	P10415
SMN1	IKBKG	-	Q9Y6K9
SUMO3	PML	P55854	P29590
SUMO2	PML	P61956	P29590
SNAI1	PRDX1	O95863	Q06830
SNCA	PRDX1	P37840	Q06830
SNCA	MAPK1	P37840	P28482
SNCA	MAPK3	P37840	P27361
SNCA	RRAS2	P37840	P62070
SNCG	MAPK1	O76070	P28482
SNCG	MAPK3	O76070	P27361
FSCN1	PRDX1	Q16658	Q06830
SNRPN	TP53	P63162	P04637
SNTA1	TGFA	Q13424	P01135
SNX2	PPAT	O60749	Q06203
SOD1	ENO2	P00441	P09104
SOD1	GSTP1	P00441	P09211
SOD1	RGN	P00441	Q15493
SOS1	HRAS	Q07889	P01112
SOS2	TP53	Q07890	P04637
SOX1	CTNNB1	O00570	P35222
SOX2	CTNNB1	P48431	P35222
SOX2	PRDX1	P48431	Q06830
SOX2	MAPK3	P48431	P27361
